,station,name,category,review
976,Cheonwang Station,메인코,촬영장소,0
977,Cheonwang Station,구로구_1711-03서울유아숲체험장,"관람,체험",0
978,Cheonwang Station,구로구어린이도시농업체험장,체험여행,0
979,Cheonwang Station,개웅산공원서울유아숲체험장,"관람,체험",0
980,Onsu Station,푸른수목원,"식물원,수목원",999+
981,Onsu Station,부천자연생태공원,"자연,생태공원",999+
982,Onsu Station,항동철길,"거리,골목",476
983,Onsu Station,무릉도원수목원,"식물원,수목원",328
984,Onsu Station,궁동저수지생태공원,"자연,생태공원",34
985,Onsu Station,푸른수목원이랑텃밭,부속시설,25
986,Onsu Station,정선옹주묘역,"릉,묘,총",8
987,Onsu Station,무릉도원수목원생태연못,부속시설,6
988,Onsu Station,푸른수목원어린이나라,부속시설,3
989,Onsu Station,온수체육공원,근린공원,3
990,Onsu Station,항동근린공원,근린공원,3
991,Onsu Station,푸른수목원KB숲교육센터,부속시설,3
992,Onsu Station,온수도시자연공원,"자연,생태공원",2
993,Onsu Station,평화박물관,박물관,2
994,Onsu Station,푸른수목원두레마을,부속시설,2
995,Onsu Station,"류순정,류홍부자묘역",문화재,2
996,Onsu Station,푸른수목원한울터,부속시설,2
997,Onsu Station,푸른수목원알록뜰,부속시설,1
998,Onsu Station,푸른수목원달록뜰,부속시설,1
999,Onsu Station,푸른수목원늘푸른누리,부속시설,1
1000,Kkachiul Station,베르네천근린공원,근린공원,11
1001,Kkachiul Station,부천어린이천문대,천문대,10
1002,Bucheon Stadium Station,진달래동산,"산,고개",954
1003,Bucheon Stadium Station,버드펠리스,"관람,체험",203
1004,Bucheon Stadium Station,부천 도당산벚꽃축제,꽃축제,164
1005,Bucheon Stadium Station,원미산진달래축제,꽃축제,130
1006,Bucheon Stadium Station,도당근린공원,근린공원,105
1007,Bucheon Stadium Station,부천활박물관,박물관,77
1008,Bucheon Stadium Station,부천교육박물관,박물관,65
1009,Bucheon Stadium Station,부천천문과학관,천문대,55
1010,Bucheon Stadium Station,부천유럽자기박물관,박물관,49
1011,Bucheon Stadium Station,부천수석박물관,박물관,43
1012,Bucheon Stadium Station,여월농업공원,테마공원,40
1013,Bucheon Stadium Station,원미공원,"도시,테마공원",21
1014,Bucheon Stadium Station,은행공원,근린공원,12
1015,Bucheon Stadium Station,베르네천근린공원,근린공원,11
1016,Bucheon Stadium Station,부천어린이천문대,천문대,10
1017,Bucheon Stadium Station,부천레포츠공원,"도시,테마공원",10
1018,Bucheon Stadium Station,여월공원,근린공원,10
1019,Bucheon Stadium Station,부천레포츠공원원형광장,광장,5
1020,Bucheon Stadium Station,시민소체육공원,"도시,테마공원",5
1021,Bucheon Stadium Station,현충탑,기념물,4
1022,Chunui Station,버드펠리스,"관람,체험",203
1023,Chunui Station,춘의동가구거리,"거리,골목",4
1024,Sinjung-dong Station,어울림공원,근린공원,1
1025,Sinjung-dong Station,신중동문화거리,"거리,골목",0
1026,Sinjung-dong Station,옥산공원,근린공원,0
1027,Bucheon City Hall Station,안중근공원,"도시,테마공원",114
1028,Bucheon City Hall Station,계남공원,"도시,테마공원",12
1029,Bucheon City Hall Station,중앙공원관리소,관리사무소,0
1030,Bucheon City Hall Station,복사골예술제,"축제,행사",0
1031,Sangdong Station,하이주 부천점,동물카페,402
1032,Sangdong Station,안중근공원,"도시,테마공원",114
1033,Sangdong Station,대안공간 아트포럼리,전시관,19
1034,Sangdong Station,계남공원,"도시,테마공원",12
1035,Sangdong Station,진달래공원,"도시,테마공원",11
1036,Sangdong Station,2017 부천 어린이키즈테마파크,"레저,테마",2
1037,Sangdong Station,아인스월드유럽존,부대시설,2
1038,Sangdong Station,부천둘레길탐방3코스(물길따라걷는길),도보코스,1
1039,Sangdong Station,넘버원,"관리,안내",0
1040,Sangdong Station,아인스월드서아시아존,부대시설,0
1041,Sangdong Station,아인스월드신비의존,부대시설,0
1042,Sangdong Station,아인스월드러시아존,부대시설,0
1043,Sangdong Station,아인스월드아프리카존,부대시설,0
1044,Sangdong Station,키즈엠부천체험센터,체험여행,0
1045,Sangdong Station,아인스월드야외무대,부대시설,0
1046,Samsan Gymnasium Station,상동호수공원,"도시,테마공원",999+
1047,Samsan Gymnasium Station,한국만화박물관,박물관,999+
1048,Samsan Gymnasium Station,부천한옥체험마을,체험마을,148
1049,Samsan Gymnasium Station,부천국제만화축제,"축제,행사",61
1050,Samsan Gymnasium Station,부천영상문화단지,촬영장소,35
1051,Samsan Gymnasium Station,부천시민문화동산,시민공원,28
1052,Samsan Gymnasium Station,분수공원,근린공원,7
1053,Samsan Gymnasium Station,야인시대캠핑장이벤트광장,부속시설,3
1054,Samsan Gymnasium Station,새울놀이공원,근린공원,1
1055,Samsan Gymnasium Station,EBS캐릭터체험학교두잉인천점,체험여행,1
1056,Samsan Gymnasium Station,부평생활속창의공작플라자,체험여행,0
1057,Samsan Gymnasium Station,신궁동놀이공원,근린공원,0
1058,Samsan Gymnasium Station,부개공원,근린공원,0
1059,Samsan Gymnasium Station,야인시대캠핑장매점,부속시설,0
1060,Samsan Gymnasium Station,동심공원,근린공원,0
1061,Samsan Gymnasium Station,영화[태극기휘날리며]촬영지,촬영장소,0
1062,Gulpocheon Station,부평 굴포누리 기후변화체험관,"관람,체험",95
1063,Gulpocheon Station,대갈놀이공원,근린공원,13
1064,Gulpocheon Station,반월놀이공원,근린공원,3
1065,Gulpocheon Station,효실천거리,먹자거리,1
1066,Gulpocheon Station,삼산타운주공7단지아파트놀이터,부속시설,0
1067,Gulpocheon Station,신복공원,근린공원,0
1068,Gulpocheon Station,삼산타운주공7단지아파트놀이터,부속시설,0
1069,Bupyeong-gu Office Station,부평풍물대축제,"축제,행사",22
1070,Bupyeong-gu Office Station,대월놀이공원,근린공원,8
1071,Bupyeong-gu Office Station,부평구청향토사료전시관,전시관,0
1072,Eungam Station,불광천벚꽃축제,꽃축제,54
1073,Eungam Station,에스보라카이,"레저,테마",2
1074,Eungam Station,불광천생태&에너지체험장,"관람,체험",2
1075,Eungam Station,응암2동마을마당,근린공원,0
1076,Eungam Station,우리들의작은전시회,전시관,0
1077,Yeokchon Station,은평평화공원,근린공원,36
1078,Yeokchon Station,녹번서공원,근린공원,7
1079,Yeokchon Station,정글인홍제점,"레저,테마",0
1080,Yeokchon Station,하나님의교회 교육관,종교시설,0
1081,Yeokchon Station,모던아트그룹,전시관,0
1082,Bulgwang Station,불광동먹자골목,먹자거리,8
1083,Dokbawi Station,다문화박물관,박물관,146
1084,Dokbawi Station,불광근린공원,근린공원,29
1085,Dokbawi Station,요산공원,근린공원,2
1086,Dokbawi Station,북한산국립공원대호매표소,"관리,안내",2
1087,Dokbawi Station,은평구_1711-04서울유아숲체험장,"관람,체험",0
1088,Yeonsinnae Station,대조공원,근린공원,64
1089,Yeonsinnae Station,포차천국 연신내점,포장마차,60
1090,Yeonsinnae Station,연신내로데오거리,"거리,골목",56
1091,Yeonsinnae Station,연신내물빛공원,근린공원,39
1092,Yeonsinnae Station,서갈현공원,근린공원,1
1093,Gusan Station,구.산.역 코오롱하늘채,전시관,0
1094,Saejeol Station,불광천,"강,하천",111
1095,Saejeol Station,서울둘레길7코스,올레둘레길,73
1096,Saejeol Station,불광천벚꽃축제,꽃축제,54
1097,Saejeol Station,신사근린공원,근린공원,31
1098,Saejeol Station,응암동감자국거리,먹자거리,24
1099,Saejeol Station,증산체육공원,"도시,테마공원",21
1100,Saejeol Station,봉산공원,근린공원,10
1101,Saejeol Station,응암동감자탕골목,먹자거리,8
1102,Saejeol Station,연서공원,근린공원,7
1103,Saejeol Station,비단산유아숲체험장,체험여행,5
1104,Saejeol Station,꺼꾸로놀이터,근린공원,3
1105,Saejeol Station,에스보라카이,"레저,테마",2
1106,Saejeol Station,불광천생태&에너지체험장,"관람,체험",2
1107,Saejeol Station,응암2동마을마당,근린공원,0
1108,Saejeol Station,역촌2동마을마당공원,근린공원,0
1109,Saejeol Station,더프렌즈,"관람,체험",0
1110,Saejeol Station,가을단풍길(증산로),계절거리,0
1111,Saejeol Station,가을단풍길(백련산로),계절거리,0
1112,Saejeol Station,마이에디션아트,박물관,0
1113,Saejeol Station,명지대학교 모두의거리,"거리,골목",0
1114,Jeungsan Station,불광천,"강,하천",111
1115,Jeungsan Station,서울둘레길7코스,올레둘레길,73
1116,Jeungsan Station,신사근린공원,근린공원,31
1117,Jeungsan Station,응암동감자국거리,먹자거리,24
1118,Jeungsan Station,증산체육공원,"도시,테마공원",21
1119,Jeungsan Station,응암동감자탕골목,먹자거리,8
1120,Jeungsan Station,비단산유아숲체험장,체험여행,5
1121,Jeungsan Station,꺼꾸로놀이터,근린공원,3
1122,Jeungsan Station,화산군이연신도비,기념물,1
1123,Jeungsan Station,삼각소공원,근린공원,1
1124,Jeungsan Station,응암2동마을마당,근린공원,0
1125,Jeungsan Station,코스타리카광장,근린공원,0
1126,Jeungsan Station,가을단풍길(증산로),계절거리,0
1127,Jeungsan Station,마이에디션아트,박물관,0
1128,Jeungsan Station,나비울어린이공원농구장,부속시설,0
1129,Jeungsan Station,가재어린이공원테니스장,부속시설,0
1130,Jeungsan Station,나비울어린이공원놀이터,부속시설,0
1131,Jeungsan Station,가재어린이공원놀이터,부속시설,0
1132,Jeungsan Station,까치소공원,근린공원,0
1133,Jeungsan Station,근린공원,근린공원,0
1134,Digital Media City Station,코스타리카광장,근린공원,0
1135,World Cup Stadium Station,풋볼팬타지움,박물관,110
1136,World Cup Stadium Station,서울프린지페스티벌,"축제,행사",4
1137,World Cup Stadium Station,가을단풍길(불광천),계절거리,1
1138,World Cup Stadium Station,마포구_1711-03서울유아숲체험장,"관람,체험",0
1139,World Cup Stadium Station,월드컵스파랜드24,"온천,스파",0
1140,World Cup Stadium Station,풀무골대장간조형물,"관람,체험",0
1141,Mapo-gu Office Station,종합안내소,관광안내소,0
1142,Mangwon Station,망리단길,도보코스,563
1143,Mangwon Station,전쟁과여성인권박물관,박물관,196
1144,Mangwon Station,서교동최규하대통령가옥,문화재,45
1145,Mangwon Station,WWW SPACE,전시관,39
1146,Mangwon Station,엘리펀트스페이스,전시관,20
1147,Mangwon Station,예술공간 의식주,전시관,0
1148,Mangwon Station,모먼트플레이스,전시관,0
1149,Mangwon Station,정명경집해관중소,문화재,0
1150,Hapjeong Station,트릭아이뮤지엄 서울,테마파크,943
1151,Hapjeong Station,홍대거리,"거리,골목",487
1152,Hapjeong Station,aA 디자인 뮤지엄,전시관,431
1153,Hapjeong Station,스타티스뮤지엄,전시관,309
1154,Hapjeong Station,러브뮤지엄,미술관,176
1155,Hapjeong Station,토담쓰담스튜디오,"사진,스튜디오",164
1156,Hapjeong Station,서교동최규하대통령가옥,문화재,45
1157,Hapjeong Station,카페 포르스,"카페,디저트",26
1158,Hapjeong Station,양화진역사공원,근린공원,21
1159,Hapjeong Station,엘리펀트스페이스,전시관,20
1160,Hapjeong Station,3RD MUSEUM,전시관,14
1161,Hapjeong Station,홍대솔내길,"거리,골목",13
1162,Hapjeong Station,아이스뮤지엄,전시관,12
1163,Hapjeong Station,빈칸,전시관,10
1164,Hapjeong Station,서울와우북페스티벌,"축제,행사",7
1165,Hapjeong Station,정몽주동상,기념물,6
1166,Hapjeong Station,어반무브먼트살롱댄서스라운지,전시관,5
1167,Hapjeong Station,헤이라이더,체험여행,2
1168,Hapjeong Station,양화공원,근린공원,2
1169,Hapjeong Station,신한류플러스,전시관,2
1170,Sangsu Station,트릭아이뮤지엄 서울,테마파크,943
1171,Sangsu Station,홍대거리,"거리,골목",487
1172,Sangsu Station,aA 디자인 뮤지엄,전시관,431
1173,Sangsu Station,홍익문화공원,"도시,테마공원",277
1174,Sangsu Station,러브뮤지엄,미술관,176
1175,Sangsu Station,토담쓰담스튜디오,"사진,스튜디오",164
1176,Sangsu Station,코코갤러리,전시관,73
1177,Sangsu Station,홍대벽화거리,"거리,골목",31
1178,Sangsu Station,카페 포르스,"카페,디저트",26
1179,Sangsu Station,미키하우스,"관람,체험",25
1180,Sangsu Station,광흥당,문화재,24
1181,Sangsu Station,홍대클럽거리,"거리,골목",20
1182,Sangsu Station,3RD MUSEUM,전시관,14
1183,Sangsu Station,홍대솔내길,"거리,골목",13
1184,Sangsu Station,빈칸,전시관,10
1185,Sangsu Station,서울창전동공민왕사당,문화재,8
1186,Sangsu Station,서울와우북페스티벌,"축제,행사",7
1187,Sangsu Station,홍익대학교 서울캠퍼스박물관,박물관,6
1188,Sangsu Station,어반무브먼트살롱댄서스라운지,전시관,5
1189,Sangsu Station,헤이라이더,체험여행,2
1190,Gwangheungchang Station,광흥당,문화재,24
1191,Gwangheungchang Station,이너프라운지,전시관,13
1192,Gwangheungchang Station,서울창전동공민왕사당,문화재,8
1193,Gwangheungchang Station,서강나루공원,근린공원,1
1194,Gwangheungchang Station,우리가만드는미래,체험여행,0
1195,Daeheung Station,경의선숲길,도보코스,119
1196,Daeheung Station,경의선공원,근린공원,107
1197,Daeheung Station,정구중가옥,"문화,유적",5
1198,Daeheung Station,서강대학교 박물관,박물관,1
1199,Daeheung Station,대원군별장아소정터,"유적지,사적지",0
1200,Daeheung Station,품위있는어른세상,"관람,체험",0
1201,Daeheung Station,서강대학교 모두의거리,"거리,골목",0
1202,Daeheung Station,용강동정구중가,문화재,0
1203,Gongdeok Station,백범김구기념관,"기념관,생가",662
1204,Gongdeok Station,효창공원,"도시,테마공원",439
1205,Gongdeok Station,공덕동족발골목,먹자거리,326
1206,Gongdeok Station,마포전골목,먹자거리,95
1207,Gongdeok Station,경의선광장,광장,48
1208,Gongdeok Station,공덕소담길,도보코스,17
1209,Gongdeok Station,효창공원의열사,부속시설,15
1210,Gongdeok Station,마포갈매기골목,먹자거리,13
1211,Gongdeok Station,서울특별시서부공원녹지사업소 경의선숲길공원 커뮤니티센터,관리사무소,11
1212,Gongdeok Station,도화동상점가,"거리,골목",5
1213,Gongdeok Station,효창공원백범김구묘역,부속시설,3
1214,Gongdeok Station,백범김구묘역,"릉,묘,총",3
1215,Gongdeok Station,효창공원반공투사위령탑,기념물,1
1216,Gongdeok Station,대원군별장아소정터,"유적지,사적지",0
1217,Gongdeok Station,김익상집터,"유적지,사적지",0
1218,Gongdeok Station,이봉창전시관(2024년예정),전시관,0
1219,Gongdeok Station,품위있는어른세상,"관람,체험",0
1220,Gongdeok Station,유명산 숲학교,체험여행,0
1221,Gongdeok Station,이봉창집터,"유적지,사적지",0
1222,Gongdeok Station,지구촌동포연대,"기념관,생가",0
1223,Hyochang Park Station,함께늘봄,"관람,체험",1
1224,Hyochang Park Station,이봉창전시관(2024년예정),전시관,0
1225,Hyochang Park Station,이봉창집터,"유적지,사적지",0
1226,Triangle area,삼각지대구탕골목,먹자거리,12
1227,Triangle area,전쟁기념관전사자명비,기념물,0
1228,Triangle area,형제의상,기념물,0
1229,Noksapyeong Station,굿비어 공방,"관람,체험",146
1230,Noksapyeong Station,이태원부군당역사공원,근린공원,40
1231,Itaewon Station,현대카드 스토리지,전시관,431
1232,Itaewon Station,이태원앤틱가구거리,"거리,골목",270
1233,Itaewon Station,WAYSOFSEEING,전시관,206
1234,Itaewon Station,이태원거리,"거리,골목",102
1235,Itaewon Station,이태원우사단길,도보코스,102
1236,Itaewon Station,이태원지구촌축제,"축제,행사",76
1237,Itaewon Station,이태원세계음식거리,먹자거리,39
1238,Itaewon Station,삼성미술관 리움MUSEUM1,미술관,29
1239,Itaewon Station,이태원관광특구,"관람,체험",26
1240,Itaewon Station,이태원퀴논길,문화거리,26
1241,Itaewon Station,이태원세계음식문화거리,문화거리,23
1242,Itaewon Station,삼성미술관 리움MUSEUM2,미술관,17
1243,Itaewon Station,이슬람거리,문화거리,4
1244,Itaewon Station,이태원관광특구홍보관,전시관,1
1245,Itaewon Station,용두보당,문화재,0
1246,Itaewon Station,이태원관광통역안내소,관광안내소,0
1247,Itaewon Station,동조령부병두,문화재,0
1248,Itaewon Station,이슬람교서울중앙성원,종교,0
1249,Itaewon Station,루프탑 9room,촬영장소,0
1250,Itaewon Station,묘지,문화재,0
1251,Hangangjin Station,용산공예관,"관람,체험",100
1252,Hangangjin Station,페이스갤러리,미술관,61
1253,Hangangjin Station,한남마을마당,근린공원,0
1254,Bertigogae Station,매봉산공원,"도시,테마공원",82
1255,Bertigogae Station,국립극장공연예술박물관,박물관,68
1256,Bertigogae Station,다산성곽길,도보코스,35
1257,Bertigogae Station,리모투어,지역명소,10
1258,Bertigogae Station,예지원,체험여행,9
1259,Bertigogae Station,유관순동상,문화재,5
1260,Bertigogae Station,다산팔각정,기념물,4
1261,Bertigogae Station,FAS,전시관,3
1262,Bertigogae Station,남산공원매표소(동),"관리,안내",3
1263,Bertigogae Station,3.1독립운동기념탑,기념물,3
1264,Bertigogae Station,응봉공원 유아숲체험장,"관람,체험",2
1265,Bertigogae Station,쌈지공원,근린공원,2
1266,Bertigogae Station,서울특별시중부푸른도시사업소,관리사무소,0
1267,Bertigogae Station,서울한양도성남소문터,"문화,유적",0
1268,Bertigogae Station,국립극장매표소,"관리,안내",0
1269,Bertigogae Station,이무영가옥,문화재,0
1270,Bertigogae Station,용산구_1711-01서울유아숲체험장,"관람,체험",0
1271,Bertigogae Station,응봉공원서울유아숲체험장,"관람,체험",0
1272,Bertigogae Station,박명룡시은적덕비,기념물,0
1273,Bertigogae Station,몽인아트스페이스,미술관,0
1274,Yaksu Station,장충단공원,"도시,테마공원",261
1275,Yaksu Station,다산성곽길,도보코스,35
1276,Yaksu Station,수표교,문화재,26
1277,Yaksu Station,장충단비,기념물,15
1278,Yaksu Station,신라호텔야외조각공원,근린공원,9
1279,Yaksu Station,장충단,문화재,5
1280,Yaksu Station,한국유림독립운동파리장서비,기념물,1
1281,Yaksu Station,사명대사동상,기념물,1
1282,Yaksu Station,장충단터,"유적지,사적지",0
1283,Yaksu Station,장충단약수,"샘,약수",0
1284,Yaksu Station,제일강산태평세계비,기념물,0
1285,Yaksu Station,남소영터,문화재,0
1286,Yaksu Station,이무영가옥,문화재,0
1287,Yaksu Station,장충단 기억의공간,박물관,0
1288,Yaksu Station,청구동마을마당,근린공원,0
1289,Yaksu Station,몽인아트스페이스,미술관,0
1290,Yaksu Station,신당2동충현마을마당,근린공원,0
1291,Yaksu Station,다산마을마당,근린공원,0
1292,Cheonggu Station,새싹마을마당,근린공원,0
1293,Cheonggu Station,신당동마을마당,근린공원,0
1294,Cheonggu Station,세소자금강반야파라밀경,문화재,0
1295,Sindang Station,중앙시장가구단지,문화거리,4
1296,Sindang Station,중앙시장운영회,시장,1
1297,Dongmyo Station,테지움 테디베어 테마파크 서울점,테마파크,565
1298,Dongmyo Station,서울동묘,"릉,묘,총",107
1299,Dongmyo Station,백남준기념관,"기념관,생가",82
1300,Dongmyo Station,동묘공원,근린공원,42
1301,Dongmyo Station,동관왕묘,"릉,묘,총",24
1302,Dongmyo Station,서울동묘공원,문화재,16
1303,Dongmyo Station,묘각사 템플스테이,템플스테이,13
1304,Dongmyo Station,동묘옛장터,지역명소,1
1305,Dongmyo Station,동묘한옥마을,"거리,골목",0
1306,Dongmyo Station,낙산묘각사,불교,0
1307,Dongmyo Station,한국청소년선덕국토순례단,"극기,체력캠프",0
1308,Dongmyo Station,상춘원터,"유적지,사적지",0
1309,Changshin Station,정업원터,문화재,5
1310,Changshin Station,지봉골공원,근린공원,1
1311,Bomun Station,낙산공원,근린공원,999+
1312,Bomun Station,서울한양도성길2코스(낙산),도보코스,123
1313,Bomun Station,이음피움 봉제역사관,박물관,121
1314,Bomun Station,낙산공원서울성곽,부속시설,96
1315,Bomun Station,쇳대박물관,박물관,94
1316,Bomun Station,용두동주꾸미골목,먹자거리,58
1317,Bomun Station,장수마을,체험마을,48
1318,Bomun Station,산마루 놀이터,근린공원,44
1319,Bomun Station,개운산공원,근린공원,43
1320,Bomun Station,선농단,문화재,38
1321,Bomun Station,개운산,"산,고개",35
1322,Bomun Station,선농단역사문화관,박물관,31
1323,Bomun Station,숭인근린공원,근린공원,21
1324,Bomun Station,낙산공원제1전망광장,부속시설,18
1325,Bomun Station,창신동 봉제거리,"거리,골목",16
1326,Bomun Station,삼군부총무당,문화재,13
1327,Bomun Station,비우당,문화재,13
1328,Bomun Station,묘각사 템플스테이,템플스테이,13
1329,Bomun Station,권진규아틀리에,미술관,11
1330,Bomun Station,낙산공원놀이마당,부속시설,10
1331,Anam Station,용두동주꾸미골목,먹자거리,58
1332,Anam Station,고려대학교 서울캠퍼스박물관,박물관,47
1333,Anam Station,개운산공원,근린공원,43
1334,Anam Station,선농단,문화재,38
1335,Anam Station,개운산,"산,고개",35
1336,Anam Station,선농단역사문화관,박물관,31
1337,Anam Station,서울약령시한의약박물관,박물관,25
1338,Anam Station,숭인근린공원,근린공원,21
1339,Anam Station,묘각사 템플스테이,템플스테이,13
1340,Anam Station,권진규아틀리에,미술관,11
1341,Anam Station,숭인근린공원 유아숲체험장,"관람,체험",6
1342,Anam Station,성신여자대학교 모두의거리,"거리,골목",6
1343,Anam Station,서울용두동선농단의향나무,기념물,4
1344,Anam Station,선농단역사공원,근린공원,2
1345,Anam Station,고려대학교 모두의거리,"거리,골목",2
1346,Anam Station,약령시장,"거리,골목",2
1347,Anam Station,해촌기념관,"기념관,생가",1
1348,Anam Station,보타사마애불,기념물,1
1349,Anam Station,가을단풍길(안감내길),계절거리,1
1350,Anam Station,서울 고려대학교 본관,문화재,1
1351,Korea University Station,고려대학교 서울캠퍼스박물관,박물관,47
1352,Korea University Station,고려대학교 모두의거리,"거리,골목",2
1353,Korea University Station,고대박물관소장홍진종의복,기념물,0
1354,Korea University Station,오옥기담,문화재,0
1355,Korea University Station,연환시류,문화재,0
1356,Korea University Station,사영김병기일가옷,기념물,0
1357,Korea University Station,홍무정운역훈,문화재,0
1358,Korea University Station,경산현읍지,문화재,0
1359,Korea University Station,정서분류,문화재,0
1360,Korea University Station,중용주자혹문,기념물,0
1361,Korea University Station,의정부관사,문화재,0
1362,Wolgok Station,종암5-2어린이공원,근린공원,0
1363,Sangwolgok Station,의릉,세계문화유산,131
1364,Sangwolgok Station,의릉경종왕릉,세계문화유산,50
1365,Sangwolgok Station,오동공원,"도시,테마공원",48
1366,Sangwolgok Station,의릉매표소,"관리,안내",16
1367,Sangwolgok Station,북서울꿈의숲숲속진입마당,부속시설,13
1368,Sangwolgok Station,의릉경종왕비선의왕후릉,세계문화유산,10
1369,Sangwolgok Station,김중업 건축문화의집,전시관,7
1370,Sangwolgok Station,애기릉터공원,근린공원,6
1371,Sangwolgok Station,성북어린이미술관 꿈자람,미술관,6
1372,Sangwolgok Station,장위동김진흥가옥,문화재,4
1373,Sangwolgok Station,석계역문화공원,근린공원,4
1374,Sangwolgok Station,중앙정보부강당,문화재,3
1375,Sangwolgok Station,동방어린이공원,근린공원,2
1376,Sangwolgok Station,동덕여자대학교 박물관,박물관,1
1377,Sangwolgok Station,돌뫼어린이공원,근린공원,1
1378,Sangwolgok Station,성북구_1711-02서울유아숲체험장,"관람,체험",0
1379,Sangwolgok Station,동덕여자대학교 모두의거리,"거리,골목",0
1380,Sangwolgok Station,북서울꿈의숲가로휴게공간2,부속시설,0
1381,Sangwolgok Station,성북구_1711-04서울유아숲체험장,"관람,체험",0
1382,Sangwolgok Station,북서울꿈의숲가로휴게공간1,부속시설,0
1383,Dolgotji Station,의릉,세계문화유산,131
1384,Dolgotji Station,의릉경종왕릉,세계문화유산,50
1385,Dolgotji Station,북서울꿈의숲방문자센터,부속시설,35
1386,Dolgotji Station,서울번동창녕위궁재사,문화재,30
1387,Dolgotji Station,경희대학교 자연사박물관,박물관,23
1388,Dolgotji Station,의릉매표소,"관리,안내",16
1389,Dolgotji Station,북서울꿈의숲사슴방사장,부속시설,11
1390,Dolgotji Station,의릉경종왕비선의왕후릉,세계문화유산,10
1391,Dolgotji Station,김중업 건축문화의집,전시관,7
1392,Dolgotji Station,한내근린공원,근린공원,7
1393,Dolgotji Station,애기릉터공원,근린공원,6
1394,Dolgotji Station,성북어린이미술관 꿈자람,미술관,6
1395,Dolgotji Station,장위동김진흥가옥,문화재,4
1396,Dolgotji Station,석계역문화공원,근린공원,4
1397,Dolgotji Station,중앙정보부강당,문화재,3
1398,Dolgotji Station,북서울꿈의숲경사잔디마당,부속시설,3
1399,Dolgotji Station,경희대학교한의학역사박물관,박물관,3
1400,Dolgotji Station,북서울꿈의숲잔디휴게마당,부속시설,2
1401,Dolgotji Station,동방어린이공원,근린공원,2
1402,Dolgotji Station,북서울꿈의숲이야기정원,부속시설,2
1403,Seokgye Station,석계역문화공원,근린공원,4
1404,Hwarangdae Station,공릉동근린공원,근린공원,14
1405,Hwarangdae Station,무지개공원,근린공원,4
1406,Bonghwasan Station,화랑대 철도공원,"도시,테마공원",275
1407,Bonghwasan Station,화랑대역사관,전시관,256
1408,Bonghwasan Station,경춘선숲길,도보코스,255
1409,Bonghwasan Station,봉수대공원,근린공원,141
1410,Bonghwasan Station,봉화산숲키움터,"관람,체험",99
1411,Bonghwasan Station,봉화산옹기테마공원,테마공원,51
1412,Bonghwasan Station,봉화산근린공원,근린공원,49
1413,Bonghwasan Station,신내공원,근린공원,38
1414,Bonghwasan Station,화랑대역사 전시관,전시관,35
1415,Bonghwasan Station,불빛정원,자연공원,17
1416,Bonghwasan Station,육군박물관,박물관,14
1417,Bonghwasan Station,공릉동근린공원,근린공원,14
1418,Bonghwasan Station,봉화산둘레길1코스,도보코스,6
1419,Bonghwasan Station,육군사관학교육사기념관,"기념관,생가",5
1420,Bonghwasan Station,무지개공원,근린공원,4
1421,Bonghwasan Station,능산공원,근린공원,4
1422,Bonghwasan Station,묵동천,"강,하천",4
1423,Bonghwasan Station,아차산봉수대터,기념물,4
1424,Bonghwasan Station,피울공원,근린공원,3
1425,Bonghwasan Station,솔밭근린공원,근린공원,2
1426,Banghwa Station,디지털한글박물관,박물관,1
1427,Banghwa Station,해리스디자인,전시관,0
1428,Banghwa Station,우리말꿈터,"관람,체험",0
1429,Gaehwasan Station,개화산,"산,고개",214
1430,Gaehwasan Station,김포공항 전망대,전망대,124
1431,Gaehwasan Station,방화근린공원,"도시,테마공원",121
1432,Gaehwasan Station,롯데몰 김포공항점스카이파크,"도시,테마공원",52
1433,Gaehwasan Station,새싹어린이교통공원,근린공원,10
1434,Gaehwasan Station,강서둘레길1코스(개화산숲길),도보코스,8
1435,Gaehwasan Station,근린공원,근린공원,6
1436,Gaehwasan Station,정곡소공원,근린공원,6
1437,Gaehwasan Station,꿩고개공원,"도시,테마공원",6
1438,Gaehwasan Station,개화산해맞이공원,"도시,테마공원",5
1439,Gaehwasan Station,김포공항관광안내소,관광안내소,4
1440,Gaehwasan Station,김포개화산지구전투위령비,기념물,3
1441,Gaehwasan Station,가을단풍길(서남환경공원내산책로),계절거리,3
1442,Gaehwasan Station,풍산심씨문정공파묘역,"릉,묘,총",3
1443,Gaehwasan Station,김포국제공항제주관광홍보센터,관광안내소,3
1444,Gaehwasan Station,가을단풍길(방화근린공원내산책로),계절거리,2
1445,Gaehwasan Station,느티공원,근린공원,2
1446,Gaehwasan Station,근린공원,근린공원,1
1447,Gaehwasan Station,약사사삼층석탑,기념물,1
1448,Gaehwasan Station,디지털한글박물관,박물관,1
1449,Songjeong Station,국립항공박물관,박물관,12
1450,Magok Station,에코롱롱큐브,전시관,12
1451,Magok Station,발산근린공원,근린공원,10
1452,Magok Station,한옥목수,문화재,0
1453,Magok Station,드라마[보고싶다]촬영지,촬영장소,0
1454,Magok Station,삼양꼼빠농,"레저,테마",0
1455,Magok Station,발산근린공원농구장,부속시설,0
1456,Magok Station,예솔어린이공원,자연공원,0
1457,Magok Station,로케이션ON,촬영장소,0
1458,Balsan Station,우장산공원,"도시,테마공원",91
1459,Balsan Station,원당근린공원,근린공원,35
